item_id,title,storage_type,shelf_life_days,can_freeze,frozen_shelf_life_days,perishability,confidence,notes
571284,Unspecified,refrigerated,2,False,,high,low,Daily staple; assume fresh.
571326,Unspecified,ambient,90,False,,low,low,Irregular pattern; vague name.
573148,Tarteletter (2 stk),ambient,90,False,,low,low,Irregular pattern; vague name.
573158,Torskefad,ambient,90,False,,low,low,Irregular pattern; vague name.
574082,"Coca-Cola 1,5 L",ambient,365,False,,low,high,Max gap 19 days requires non-perishable.
574083,"Vand 0,5 L",ambient,180,False,,low,high,Beverage; long shelf-life.
574084,"Øl 0,33 L",ambient,365,False,,low,high,Beverage; long shelf-life.
574085,Rødvin 1 L,ambient,365,False,,low,high,Max gap 23 days requires non-perishable.
574086,Hvidvin 1 L,ambient,365,False,,low,high,Max gap 23 days requires non-perishable.
574087,Rosévin 1 L,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574088,"Tomatsauce, Ost",ambient,365,False,,low,high,Max gap 15 days requires non-perishable.
574090,"Balsamico, Basilikum, Olivenolie",ambient,365,False,,low,high,Max gap 21 days requires non-perishable.
574091,"Oliven, Olivenolie, Basilikum",refrigerated,2,False,,high,low,Daily staple; assume fresh.
574094,"Champignon, Peberfrugt, Asparges, ærter",refrigerated,2,False,,high,low,Daily staple; assume fresh.
574117,"Tomatsauce, Ost, Skinke",ambient,365,False,,low,high,Max gap 24 days requires non-perishable.
574120,"Skinke, Ananas",ambient,365,False,,low,high,Max gap 16 days requires non-perishable.
574121,"Skinke, Artiskokker",refrigerated,2,False,,high,low,Daily staple; assume fresh.
574122,"Skinke, Aubergine",ambient,180,False,,low,high,Beverage; long shelf-life.
574123,"Skinke, Peberfrugt",refrigerated,2,False,,high,low,Daily staple; assume fresh.
574141,"Skinke, Oliven, Gorgonzola",refrigerated,2,False,,high,low,Daily staple; assume fresh.
574144,"Oksekød, Bacon",ambient,180,False,,low,high,Beverage; long shelf-life.
574251,Kagesnit,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574252,Kardemommesnurrer,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574253,Croissanthorn,ambient,90,False,,low,low,Irregular pattern; vague name.
574254,Spandauer,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574255,Croissant,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574257,Rabarberhorn,ambient,90,False,,low,low,Irregular pattern; vague name.
574258,Toscakage,ambient,90,False,,low,low,Irregular pattern; vague name.
574259,Cookies,ambient,90,False,,low,low,Irregular pattern; vague name.
574260,Florentiner,ambient,90,False,,low,low,Irregular pattern; vague name.
574264,Mini Florentiner,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574265,Hindbærsnittekage Snit,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574270,Millionaire Snit,ambient,90,False,,low,low,Irregular pattern; vague name.
574271,Rawbar,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574272,Romkugle,ambient,90,False,,low,low,Irregular pattern; vague name.
574282,Honning Hjerte Lille,ambient,90,False,,low,low,Irregular pattern; vague name.
574287,Honning Hjerte Stor,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574289,Småkager i Pose,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574290,Kransekage Stykker,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574293,Americano,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574294,Latte,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574295,Cappuccino,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574296,Cotardo,ambient,90,False,,low,low,Irregular pattern; vague name.
574297,Flat White,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574300,Espresso,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574302,Varm Chokolade,frozen,7,True,180,high,high,Frozen dessert; must maintain cold chain.
574305,Chai Latte,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574308,The,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574321,Ekstra Sirups Shot,frozen,2,True,120,high,high,Pizza frozen for non-daily patterns.
574322,Refil Mælkekaffe,ambient,90,False,,low,low,Irregular pattern; vague name.
574323,Refil Americano,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574324,Refil The,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574325,Kildevand,ambient,180,False,,low,high,Beverage; long shelf-life.
574326,Kande Isvand,ambient,180,False,,low,high,Beverage; long shelf-life.
574327,Stort Glas Isvand,ambient,180,False,,low,high,Beverage; long shelf-life.
574328,Danskvand,ambient,180,False,,low,high,Beverage; long shelf-life.
574329,Pellegrino Sodavand,ambient,180,False,,low,high,Beverage; long shelf-life.
574330,Coca Cola,ambient,90,False,,low,low,Irregular pattern; vague name.
574332,Bettys Lemonade,frozen,7,True,120,medium,medium,Avg gap 6 days; frozen required.
574333,Appelsin Juice,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574334,Æblejuice,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574335,Rabarber Most,ambient,90,False,,low,low,Irregular pattern; vague name.
574338,Hyldeblomst Most,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574341,Frappé,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574342,Iskaffe incl. Sirupsshot,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574343,Glas Mælk,ambient,180,False,,low,high,Beverage; long shelf-life.
574348,Surdejsboller,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574349,Teboller,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574350,2 Skiver Ost,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574357,2 pk. Mini Smør,ambient,180,False,,low,high,Beverage; long shelf-life.
574359,2 Skiver Spegepølse,ambient,365,False,,low,high,Beverage; long shelf-life.
574363,2 Skiver Serrano,frozen,7,True,120,medium,medium,Avg gap 5 days; frozen required.
574364,1 Lille Marmelade,ambient,90,False,,low,low,Irregular pattern; vague name.
574368,Hønsesalat Sandwich,ambient,180,False,,low,high,Beverage; long shelf-life.
574370,Tun Sandwich,ambient,90,False,,low,low,Irregular pattern; vague name.
574371,Æggesalat Sandwich,ambient,90,False,,low,low,Irregular pattern; vague name.
574372,Serrano/gl. Knas Sandwich,ambient,90,False,,low,low,Irregular pattern; vague name.
574373,Humus Sandwich,ambient,90,False,,low,low,Irregular pattern; vague name.
574377,Panini,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574381,Morgenmads Tallerken,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574382,1 æg med Smør og Brød,ambient,180,False,,low,high,Beverage; long shelf-life.
574385,Stor Skyrskål,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574386,Kagefryds Salatskål,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574390,Snurre Madspild,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574396,Surdejsbolle Madspild,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574401,Teboller Madspild,ambient,90,False,,low,low,Irregular pattern; vague name.
574402,Rabarberhorn Madspild,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574403,Spandauer Madspild,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574404,Croissant Madspild,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574448,Khau Keap Kung,ambient,90,False,,low,low,Irregular pattern; vague name.
574449,Kung Chuup Bang Tod,ambient,90,False,,low,low,Irregular pattern; vague name.
574450,Po-Pir-Tod (4 Stk),ambient,90,False,,low,low,Irregular pattern; vague name.
574452,Po-Pir-Tod (4 stk),ambient,90,False,,low,low,Irregular pattern; vague name.
574458,Po-Pir-Tod (4 stk),ambient,90,False,,low,low,Irregular pattern; vague name.
574459,Tod Man Pla (4 Stk),frozen,7,True,120,medium,medium,Avg gap 9 days; frozen required.
574463,Statte Gai (4 Stk),ambient,90,False,,low,low,Irregular pattern; vague name.
574464,Tom-Yam,ambient,90,False,,low,low,Irregular pattern; vague name.
574468,Tom-Yam (Kokosmælk),ambient,90,False,,low,low,Irregular pattern; vague name.
574469,Tom Kha,ambient,365,False,,low,high,Max gap 15 days requires non-perishable.
574482,Ka-Dug-Mua-Tod,ambient,365,False,,low,high,Max gap 15 days requires non-perishable.
574486,Peek-Gai-Tod,frozen,7,True,120,medium,medium,Avg gap 6 days; frozen required.
574502,Kaeng-Ka-Ri,ambient,90,False,,low,low,Irregular pattern; vague name.
574506,Pa-Naeng,ambient,90,False,,low,low,Irregular pattern; vague name.
574510,Kaeng-Khiew-Wan,ambient,90,False,,low,low,Irregular pattern; vague name.
574511,Kaeng-Pet,ambient,90,False,,low,low,Irregular pattern; vague name.
574515,Mas-Sa-Man,ambient,90,False,,low,low,Irregular pattern; vague name.
574520,Phat Nam Man Hoi,ambient,90,False,,low,low,Irregular pattern; vague name.
574530,Phat Priew Wan,ambient,90,False,,low,low,Irregular pattern; vague name.
574531,Phat Khing,ambient,90,False,,low,low,Irregular pattern; vague name.
574540,Phat Gai Met Himapham,ambient,365,False,,low,high,Max gap 18 days requires non-perishable.
574541,Neua Krathiem Priktai,ambient,90,False,,low,low,Irregular pattern; vague name.
574547,Phat Ga Pau,ambient,365,False,,low,high,Max gap 15 days requires non-perishable.
574552,Khao Phat,ambient,90,False,,low,low,Irregular pattern; vague name.
574553,Phat Thai,ambient,90,False,,low,low,Irregular pattern; vague name.
574557,Pat Se Ew,ambient,90,False,,low,low,Irregular pattern; vague name.
574558,Ris,ambient,90,False,,low,low,Irregular pattern; vague name.
574564,Casewnødder,ambient,180,False,,low,high,Beverage; long shelf-life.
574565,Sød Chili,ambient,180,False,,low,high,Beverage; long shelf-life.
574566,Peanut Sauce,frozen,7,True,120,medium,medium,Avg gap 5 days; frozen required.
574575,Prik Nam Pha (Stærk Chilli),frozen,7,True,120,medium,medium,Avg gap 9 days; frozen required.
574576,Grøntsager,ambient,180,False,,low,high,Beverage; long shelf-life.
574577,Nudler,frozen,7,True,120,medium,medium,Avg gap 5 days; frozen required.
574578,Kylling,frozen,7,True,120,medium,medium,Avg gap 5 days; frozen required.
574579,Oksekød,ambient,180,False,,low,high,Beverage; long shelf-life.
574592,"Drik, lille",frozen,7,True,120,medium,medium,Avg gap 5 days; frozen required.
574617,Thailandsk Øl 33 cl,ambient,365,False,,low,high,Beverage; long shelf-life.
574757,Ekstra æg,refrigerated,3,True,90,high,high,Fresh pizza; daily pattern allows short shelf-life.
574785,Bearn. Sauce,refrigerated,2,False,,high,low,Daily staple; assume fresh.
574786,"Pølser, Bacon, Oksekød, Champignon, æg",ambient,365,False,,low,high,Beverage; long shelf-life.
575038,Grimbergen Blonde 25 cl.,frozen,7,True,120,medium,medium,Avg gap 9 days; frozen required.
575045,Grimbergen Blonde 50 cl,ambient,365,False,,low,high,Max gap 14 days requires non-perishable.
575049,Grimbergen Ambré 25 cl,ambient,365,False,,low,high,Max gap 23 days requires non-perishable.
575056,Grimbergen Ambré 50 cl,ambient,90,False,,low,low,Irregular pattern; vague name.
575065,1664 Blanc 25 cl.,ambient,365,False,,low,high,Max gap 15 days requires non-perishable.
575076,1664 Blanc 50 cl,ambient,365,False,,low,high,Max gap 18 days requires non-perishable.
575081,Diverse te,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575491,Behag din espresso 250g,ambient,90,False,,low,low,Irregular pattern; vague name.
575498,Behag din espresso 1 kg,ambient,90,False,,low,low,Irregular pattern; vague name.
575513,Brasillien Cerrado 250g,ambient,90,False,,low,low,Irregular pattern; vague name.
575519,"Peru, Amaybamba 1 kg",refrigerated,2,False,,high,low,Daily staple; assume fresh.
575520,Peru Jumarp koffeinfri 250g,ambient,90,False,,low,low,Irregular pattern; vague name.
575521,Peru  Jumarp koffeinfri 1 kg,frozen,7,True,120,medium,medium,Avg gap 11 days; frozen required.
575532,Kenya Kiri 250g,ambient,90,False,,low,low,Irregular pattern; vague name.
575535,Kenya Kiri 1 kg,ambient,90,False,,low,low,Irregular pattern; vague name.
575541,Etiopien Goma 250g,ambient,90,False,,low,low,Irregular pattern; vague name.
575554,Kaffepose diverse,frozen,7,True,120,medium,medium,Avg gap 6 days; frozen required.
575581,Gammel Knas ost,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575594,Smør,ambient,180,False,,low,high,Beverage; long shelf-life.
575595,Marmelade,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575598,Gouda Ost,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575600,Morgentallerken,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575603,Græsk yoghurt,ambient,90,False,,low,low,Irregular pattern; vague name.
575608,Skinke lufttørret,ambient,180,False,,low,high,Beverage; long shelf-life.
575667,Cheese cake,ambient,365,False,,low,high,Max gap 28 days requires non-perishable.
575673,Brownie,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575687,Croissant,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575688,Flap Jack,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575689,Banan Müsli Bar (vegansk),refrigerated,2,False,,high,low,Daily staple; assume fresh.
575690,Pain au chocolat,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575694,Kanel knude,ambient,90,False,,low,low,Irregular pattern; vague name.
575713,Karamelsnitte,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575724,Gulerodskage,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575745,Espresso single,ambient,90,False,,low,low,Irregular pattern; vague name.
575749,Espresso doppio,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575776,Espresso mac,ambient,90,False,,low,low,Irregular pattern; vague name.
575777,Cortado,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575782,Flat white,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575783,Alm. cappuccino / au lait,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575787,Alm Caffe Latte,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575790,Mild Caffe Latte,ambient,90,False,,low,low,Irregular pattern; vague name.
575801,Spicy Caffe Mocha Orange,refrigerated,2,False,,high,low,Daily staple; assume fresh.
575804,Caffe Mocha Orange / Hvid,ambient,180,False,,low,high,Beverage; long shelf-life.
575914,Flaske snaps,ambient,90,False,,low,low,Irregular pattern; vague name.
576073,Hario filtre 01,ambient,90,False,,low,low,Irregular pattern; vague name.
576075,Hario filtre 02,ambient,90,False,,low,low,Irregular pattern; vague name.
576076,Hario filtre 03,ambient,90,False,,low,low,Irregular pattern; vague name.
576080,Aeropress filtre,ambient,90,False,,low,low,Irregular pattern; vague name.
576090,Brygudstyr diverse,ambient,90,False,,low,low,Irregular pattern; vague name.
578621,Bærepose,refrigerated,2,False,,high,low,Daily staple; assume fresh.
578623,"Sodavand (0,5 l)",ambient,180,False,,low,high,Beverage; long shelf-life.
578624,"Sodavand (1,5 l)",ambient,180,False,,low,high,Beverage; long shelf-life.
578628,B1. Samosa (Medium),ambient,365,False,,low,high,Max gap 19 days requires non-perishable.
578629,Papadum (Mild),ambient,90,False,,low,low,Irregular pattern; vague name.
578630,D. Seekh Kebab (Stærk),frozen,7,True,120,medium,medium,Avg gap 11 days; frozen required.
578631,E. Chicken Tikka (Medium),frozen,7,True,120,medium,medium,Avg gap 7 days; frozen required.
578632,Curry Medium,ambient,90,False,,low,low,Irregular pattern; vague name.
578633,Korma Mild,ambient,90,False,,low,low,Irregular pattern; vague name.
578634,Chana Medium,frozen,7,True,120,medium,medium,Avg gap 6 days; frozen required.
578635,Sabzi Medium,frozen,7,True,120,medium,medium,Avg gap 6 days; frozen required.
578640,Aloo Medium,frozen,7,True,120,medium,medium,Avg gap 5 days; frozen required.
578641,Palak Medium,ambient,90,False,,low,low,Irregular pattern; vague name.
578647,Vindaloo Meget Stærk,ambient,90,False,,low,low,Irregular pattern; vague name.
578648,Karahi Medium,ambient,90,False,,low,low,Irregular pattern; vague name.
578649,Chicken Tikka Masala Medium,ambient,90,False,,low,low,Irregular pattern; vague name.
578650,Butter Chicken Mild,refrigerated,2,False,,high,low,Daily staple; assume fresh.
578655,Bhindi Medium,ambient,365,False,,low,high,Max gap 19 days requires non-perishable.
578659,Jalfrezi Stærk,ambient,90,False,,low,low,Irregular pattern; vague name.
578660,Mughlai Medium,ambient,365,False,,low,high,Max gap 16 days requires non-perishable.
578661,Bhuna Stærk,ambient,365,False,,low,high,Max gap 14 days requires non-perishable.
578667,Kaju Masala Medium,frozen,7,True,120,medium,medium,Avg gap 6 days; frozen required.
578671,Achari Stærk,frozen,7,True,120,medium,medium,Avg gap 7 days; frozen required.
578672,Daal Mild,ambient,90,False,,low,low,Irregular pattern; vague name.
578676,Mughlai Medium,refrigerated,2,False,,high,low,Daily staple; assume fresh.
578680,Butter King Prawns Mild,refrigerated,2,False,,high,low,Daily staple; assume fresh.
578681,King Prawn Curry Medium,refrigerated,2,False,,high,low,Daily staple; assume fresh.
578688,King Prawn Vindaloo Meget Stærk,frozen,7,True,120,medium,medium,Avg gap 6 days; frozen required.
578695,King Prawn Korma Mild,refrigerated,2,False,,high,low,Daily staple; assume fresh.
578696,A. Kylling Biryani Medium,ambient,365,False,,low,high,Max gap 15 days requires non-perishable.
578697,B. Lammekød Biryani Medium,ambient,180,False,,low,high,Beverage; long shelf-life.
578698,C. Oksekød Biryani Medium,ambient,180,False,,low,high,Beverage; long shelf-life.
578703,Div.vand,ambient,180,False,,low,high,Beverage; long shelf-life.
578709,E. Grøntsager Biryani Medium,ambient,180,False,,low,high,Beverage; long shelf-life.
578712,Chicken Tikka (Medium),ambient,365,False,,low,high,Max gap 17 days requires non-perishable.
578715,Lille Pommes Frites,frozen,7,True,120,medium,medium,Avg gap 9 days; frozen required.
578716,Stor Pommes Frites,refrigerated,2,False,,high,low,Daily staple; assume fresh.
578725,Kyllinge Nuggets,frozen,7,True,120,medium,medium,Avg gap 9 days; frozen required.
578726,Naan Brød,ambient,180,False,,low,high,Beverage; long shelf-life.
578727,Naan Brød med Hvidløg,ambient,180,False,,low,high,Beverage; long shelf-life.
578733,Ris,ambient,90,False,,low,low,Irregular pattern; vague name.
578734,Raita,ambient,90,False,,low,low,Irregular pattern; vague name.
578735,Mangochutney,ambient,365,False,,low,high,Max gap 16 days requires non-perishable.
578738,Koriander/Mynte Chutney,ambient,365,False,,low,high,Max gap 14 days requires non-perishable.
578740,Papadums (2 Stk),ambient,90,False,,low,low,Irregular pattern; vague name.
578741,Mango Pickle,ambient,365,False,,low,high,Max gap 16 days requires non-perishable.
578746,Butter Chicken,ambient,365,False,,low,high,Max gap 20 days requires non-perishable.
578747,Chicken Korma,ambient,90,False,,low,low,Irregular pattern; vague name.
578913,Rød Pølse,ambient,365,False,,low,high,Beverage; long shelf-life.
578915,Rød Knæk,ambient,180,False,,low,high,Beverage; long shelf-life.
578919,Alm. Griller,ambient,90,False,,low,low,Irregular pattern; vague name.
578920,Alm. Griller Svøb,ambient,180,False,,low,high,Beverage; long shelf-life.
578924,Alm. Griller Ost,ambient,90,False,,low,low,Irregular pattern; vague name.
578931,Frankfurter,refrigerated,2,False,,high,low,Daily staple; assume fresh.
578951,Brød,ambient,180,False,,low,high,Beverage; long shelf-life.
578952,Sodavand/Kildevand,ambient,180,False,,low,high,Beverage; long shelf-life.
579007,Bærepose,ambient,90,False,,low,low,Irregular pattern; vague name.
579008,Coca-Cola,refrigerated,2,False,,high,low,Daily staple; assume fresh.
579009,Coca-Cola Light,frozen,7,True,120,medium,medium,Avg gap 5 days; frozen required.
579010,Fanta,frozen,7,True,120,medium,medium,Avg gap 5 days; frozen required.
579011,Sprite,frozen,7,True,120,medium,medium,Avg gap 7 days; frozen required.
579012,Faxe Kondi,ambient,90,False,,low,low,Irregular pattern; vague name.
579013,Ayran,ambient,90,False,,low,low,Irregular pattern; vague name.
579017,Kildevand,ambient,180,False,,low,high,Beverage; long shelf-life.
579019,Hjemmelavet Burger Menu,ambient,90,False,,low,low,Irregular pattern; vague name.
579020,Burger Menu,ambient,365,False,,low,high,Max gap 21 days requires non-perishable.
579021,Kebab Menu,refrigerated,2,False,,high,low,Daily staple; assume fresh.
579025,Hjemmelavet Kebab Menu,ambient,365,False,,low,high,Max gap 14 days requires non-perishable.
579027,Durum Menu,ambient,90,False,,low,low,Irregular pattern; vague name.
579028,Margherita,ambient,90,False,,low,low,Irregular pattern; vague name.
579029,Vesuvio,ambient,90,False,,low,low,Irregular pattern; vague name.
579033,Deniz,ambient,90,False,,low,low,Irregular pattern; vague name.
579037,Duvbo,frozen,7,True,120,medium,medium,Avg gap 8 days; frozen required.
579038,Napoli,ambient,90,False,,low,low,Irregular pattern; vague name.
581911,"Løg, Gorgonzola",ambient,180,False,,low,high,Beverage; long shelf-life.
581912,"Pepperoni, Gorgonzola",ambient,90,False,,low,low,Irregular pattern; vague name.
581913,"Champignon, Løg",ambient,180,False,,low,high,Beverage; long shelf-life.
581914,"Ananas, Majs, Peberfrugt",ambient,90,False,,low,low,Irregular pattern; vague name.
581915,"Aubergine/Squash, Bacon, Bearnaisesauce",ambient,180,False,,low,high,Beverage; long shelf-life.
581916,"Champignon, Oliven, Peberfrugt, Majs",refrigerated,2,False,,high,low,Daily staple; assume fresh.
581917,"Asparges, Artiskokker, Rejer, æg",ambient,90,False,,low,low,Irregular pattern; vague name.
581925,"Pommes Frites, Rucola, Cherrytomater, Dressing",refrigerated,2,False,,high,low,Daily staple; assume fresh.
581927,"Pepperoni, Løg",ambient,180,False,,low,high,Beverage; long shelf-life.
581928,"Majs, Oliven",ambient,90,False,,low,low,Irregular pattern; vague name.
581930,"Oliven, Fetaost",refrigerated,2,False,,high,low,Daily staple; assume fresh.
581931,"Oliven, Mozzarella",refrigerated,2,False,,high,low,Daily staple; assume fresh.
581932,"Oliven, Champignon",frozen,7,True,120,medium,medium,Avg gap 4 days; frozen required.
581933,"Oksekød, Peberfrugt",ambient,180,False,,low,high,Beverage; long shelf-life.
581934,"Kødsauce, Bacon, Aubergine",ambient,180,False,,low,high,Beverage; long shelf-life.
581944,"Oksekød, Kødsauce",ambient,180,False,,low,high,Beverage; long shelf-life.
581948,"Oksekød, Løg, Bearnaisesauce",ambient,180,False,,low,high,Beverage; long shelf-life.
581950,"Oksekød, Peberfrugt, Majs",ambient,180,False,,low,high,Beverage; long shelf-life.
581951,"Oksekød, Bacon, Løg",ambient,180,False,,low,high,Beverage; long shelf-life.
581953,"Champignon, Rejer",refrigerated,2,False,,high,low,Daily staple; assume fresh.
581965,"Bacon, Pølser, æg",ambient,365,False,,low,high,Beverage; long shelf-life.
581977,Kylling,refrigerated,2,False,,high,low,Daily staple; assume fresh.
581978,"Majs, Karry",ambient,90,False,,low,low,Irregular pattern; vague name.
581987,"Bacon, Pølser, Bearnaisesauce",ambient,365,False,,low,high,Beverage; long shelf-life.
581998,"Soltørrede Tomater, Fetaost, Mozzarella",ambient,180,False,,low,high,Beverage; long shelf-life.
582005,"Kødsauce, Majs/ærter",ambient,180,False,,low,high,Beverage; long shelf-life.
582018,"Spaghetti, Kødsauce",ambient,180,False,,low,high,Beverage; long shelf-life.
582085,Unspecified,refrigerated,2,False,,high,low,Daily staple; assume fresh.
582188,"Tun, Rejer, Ananas",refrigerated,2,False,,high,low,Daily staple; assume fresh.
582220,"Fetaost, Gorgonzola, Parmesanost, Mozzarella, Salat, Dressing",ambient,90,False,,low,low,Irregular pattern; vague name.
582221,"Kebab, Salat, Dressing",refrigerated,2,False,,high,low,Daily staple; assume fresh.
582299,"Skinke, Løg, Rucola",ambient,180,False,,low,high,Beverage; long shelf-life.
582364,Salami,refrigerated,10,True,60,medium,high,Cured meat; refrigerate after opening.
582369,"Champignon, Peberfrugt, Gorgonzola",refrigerated,2,False,,high,low,Daily staple; assume fresh.
582426,Unspecified,refrigerated,2,False,,high,low,Daily staple; assume fresh.
582445,"Bacon, Løg, Tacosauce",ambient,180,False,,low,high,Beverage; long shelf-life.
582498,"Salami, Cherrytomater, Fetaost, Jalapenos",refrigerated,10,True,60,medium,high,Cured meat; refrigerate after opening.
582544,"Skinke, Spaghetti, Kødsauce",ambient,180,False,,low,high,Beverage; long shelf-life.
582578,"Kebab, Løg, Champignon, Peberfrugt, Bearnaise sauce",ambient,180,False,,low,high,Beverage; long shelf-life.
582608,Hvidløgsbrød,ambient,180,False,,low,high,Beverage; long shelf-life.
582628,"Hvidløgsbrød, Ost, Bacon, æg, Pølser, Chili",ambient,365,False,,low,high,Beverage; long shelf-life.
582680,Unspecified,ambient,90,False,,low,low,Irregular pattern; vague name.
582742,Kebab Sandwich,ambient,90,False,,low,low,Irregular pattern; vague name.
582743,Kylling Sandwich,frozen,7,True,120,medium,medium,Avg gap 7 days; frozen required.
582753,Pepperoni Sandwich,frozen,7,True,120,medium,medium,Avg gap 5 days; frozen required.
582763,Tun Sandwich,frozen,7,True,120,medium,medium,Avg gap 10 days; frozen required.
582766,Rejer Sandwich,refrigerated,2,False,,high,low,Daily staple; assume fresh.
582783,"Mix Pepperoni, Kebab Sandwich",ambient,90,False,,low,low,Irregular pattern; vague name.
582784,"Mix Kebab, Kylling Sandwich",refrigerated,2,False,,high,low,Daily staple; assume fresh.
582966,Unspecified,refrigerated,2,False,,high,low,Daily staple; assume fresh.
583466,Unspecified,ambient,90,False,,low,low,Irregular pattern; vague name.
583603,Kebab Durum,refrigerated,2,False,,high,low,Daily staple; assume fresh.
583604,Kylling Durum,ambient,90,False,,low,low,Irregular pattern; vague name.
583608,Skinke Durum,ambient,90,False,,low,low,Irregular pattern; vague name.
583619,Pepperoni Durum,ambient,365,False,,low,high,Max gap 16 days requires non-perishable.
583623,Tun Durum,frozen,7,True,120,medium,medium,Avg gap 7 days; frozen required.
583625,Rejer Durum,refrigerated,2,False,,high,low,Daily staple; assume fresh.
583626,Falafel Durum,refrigerated,2,False,,high,low,Daily staple; assume fresh.
583627,Æg Durum,refrigerated,2,False,,high,low,Daily staple; assume fresh.
583628,"Mix Pepperoni, Kebab Durum",frozen,7,True,120,medium,medium,Avg gap 6 days; frozen required.
583637,"Mix Kebab, Kylling Durum",ambient,365,False,,low,high,Max gap 21 days requires non-perishable.
583643,"Mix Kebab, Kylling, Pepperoni Durum",refrigerated,2,False,,high,low,Daily staple; assume fresh.
583651,Kebab Pitabrød,ambient,180,False,,low,high,Beverage; long shelf-life.
583679,"Mix Pepperoni, Kebab Pitabrød",ambient,180,False,,low,high,Beverage; long shelf-life.
583700,Spaghetti Kødsauce 1,ambient,180,False,,low,high,Beverage; long shelf-life.
583702,Spaghetti Kødsauce 2,ambient,180,False,,low,high,Beverage; long shelf-life.
583703,Spaghetti Kødsauce,ambient,180,False,,low,high,Beverage; long shelf-life.
583710,Spaghetti Kylling 2,ambient,90,False,,low,low,Irregular pattern; vague name.
583713,Spaghetti Pølser,ambient,365,False,,low,high,Beverage; long shelf-life.
583774,Nachos med Pepperoni,refrigerated,2,False,,high,low,Daily staple; assume fresh.
583785,Stor Pommes Frites,ambient,90,False,,low,low,Irregular pattern; vague name.
583808,1/2 Kylling,refrigerated,2,False,,high,low,Daily staple; assume fresh.
583823,Fiskefilet (3 stk.),refrigerated,2,False,,high,low,Daily staple; assume fresh.
583866,Tun Salat,refrigerated,2,False,,high,low,Daily staple; assume fresh.
583890,"Tun, ærter, Majs & Peberfrugt",frozen,7,True,120,medium,medium,Avg gap 3 days; frozen required.
583902,Græsk Salat,refrigerated,2,False,,high,low,Daily staple; assume fresh.
583996,Unspecified,refrigerated,2,False,,high,low,Daily staple; assume fresh.
584548,Alle medium,ambient,90,False,,low,low,Irregular pattern; vague name.
584559,Alle large,ambient,90,False,,low,low,Irregular pattern; vague name.
585257,Rejemad,refrigerated,2,False,,high,low,Daily staple; assume fresh.
586358,Test,ambient,90,False,,low,low,Irregular pattern; vague name.
586581,Unspecified,ambient,90,False,,low,low,Irregular pattern; vague name.
